City,County,Street,HouseCount,Link,Price EUR,Price per m2,Rooms,Area m2,Floor,Total floors,Flat number,House number,Year,Building type,Heating,Installation type,Specials,Extra quarters,Extra equipment,Security,Upload date,Modify date,Memorized count,Views,Telephone,Coordinates
Kaunas, Vilijampolė,J. Naujalio g.,-,https://www.aruodas.lt/butai-kaune-vilijampoleje-j-naujalio-g-parduodamas-3k-butas-vilijampoleje-1-2706877/,29600,569,3,52,1,2,-,13,1972,Mūrinis,Kietu kuru,Įrengtas,Atskiras įėjimas Aukštos lubos Butas per kelis aukštus,Sandėliukas Vieta automobiliui Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys,4/11/2019,7/30/2019,13,6303,37067931551,54.908066 23.881827
Vilnius, Žvėrynas,Saltoniškių g.,-,https://www.aruodas.lt/butai-vilniuje-zveryne-saltoniskiu-g-isskirtinis-bustas-zveryne-prabangus-1-2706631/,176000,2378,3,74,5,10,-,44,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Virtuvė sujungta su kambariu,Balkonas Terasa Drabužinė,Šildomos grindys,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Videokameros,4/11/2019,8/23/2019,6,1853,+,54.697504 25.259218
Kauno r. sav., Noreikiškių k.,Šiltnamių g.,-,https://www.aruodas.lt/butai-kauno-rajone-noreikiskiu-k-siltnamiu-g-isskirtines-architekturos-name-noreikiskiu-1-2706575/,40000,889,3,45,2,2,-,-,1937,Mūrinis,"Elektra, kietu kuru",Įrengtas,Nauja elektros instaliacija,Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Dušo kabina,-,4/11/2019,6/6/2019,18,3671,37065015829,-
Druskininkų m.,-,Vytauto g.,-,https://www.aruodas.lt/butai-druskininkuose-vytauto-g-parduodamas-triju-kambariu-butas-vytauto-g-1-2706511/,87000,1065,3,81.7,2,4,-,-,"1980 statyba, 2015 renovacija",Mūrinis,Centrinis,Įrengtas,-,-,-,-,4/11/2019,4/17/2019,-,1557,37065016100,54.010527 23.982747
Kauno r. sav., Linksmakalnio k.,Žalioji g.,-,https://www.aruodas.lt/butai-kauno-rajone-linksmakalnio-k-zalioji-g-patogaus-isplanavimo-sviesus-butas-1-2706343/,20000,408,2,49,1,2,-,-,1962,Blokinis,Kietu kuru,Įrengtas,-,-,-,-,4/10/2019,4/10/2019,8,3818,37067450000,-
Vilnius, Antakalnis,Vytauto Žalakevičiaus g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-siulykite-savo-kaina-jei-objektas-jus-domina-1-2706231/,305000,4178,3,73,2,5,-,-,2016,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,4/10/2019,8/7/2019,16,6029,37062033055,-
Vilnius, Šnipiškės,Konstitucijos pr.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-parduodamas-2-iu-kambariu-5944-kvm-butas-su-1-2705179/,160488,2700,2,59.44,6,29,-,15,2019,Monolitinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas,Kondicionierius Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Videokameros Budintis sargas,4/10/2019,5/2/2019,9,4313,37064708888,54.697451 25.273415
Klaipėda, Miškas,Dragūnų g.,-,https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-dragunu-g--isskirtinis-3k-butas-dragunuose-su-1-2706171/,118000,1500,3,78.68,7,7,-,-,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna,4/10/2019,8/11/2019,1,1054,37060981968,-
Vilnius, Šnipiškės,Konstitucijos pr.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-parduodamas-4-iu-kambariu-13317-kvm-butas-1-2705417/,692484,5200,4,133.17,24,29,-,15,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Balkonas,Kondicionierius Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Videokameros Budintis sargas,4/10/2019,4/18/2019,7,3076,37064708888,54.697451 25.273415
Vilnius, Šnipiškės,Konstitucijos pr.,-,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-parduodamas-2-iu-kambariu-5932-kvm-butas-su-1-2705419/,154232,2600,2,59.32,10,29,-,15,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Balkonas,Kondicionierius Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna Videokameros Budintis sargas,4/10/2019,7/25/2019,8,2984,37064708888,54.697451 25.273415
Vilkaviškio m.,-,Gedimino g.,-,https://www.aruodas.lt/butai-vilkaviskyje-gedimino-g-nauja-kaina-16200-euru-butas-paciame-1-2705991/,16200,386,2,42,2,2,-,4,1965,Mūrinis,Kietu kuru,Įrengtas,-,-,-,-,4/10/2019,7/30/2019,1,5372,37061489376,54.649806 23.037119
Klaipėda, Šauliai,Ragainės g.,-,https://www.aruodas.lt/butai-klaipedoje-sauliuose-ragaines-g-statome-ir-parduodame-naujai-irengti-3-1-2705791/,79990,1403,3,57,4,4,-,-,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,4/9/2019,7/24/2019,19,10586,37063172236,-
Klaipėda, Šauliai,Ragainės g.,-,https://www.aruodas.lt/butai-klaipedoje-sauliuose-ragaines-g-statome-ir-parduodame-a-energine-klase-1-2705787/,62990,1465,2,43,3,4,-,-,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,4/9/2019,7/24/2019,22,7976,37063172236,-
Klaipėda, Centras,H. Manto g.,-,https://www.aruodas.lt/butai-klaipedoje-centre-h-manto-g-parduodamas-3-kambariu-butas-centre-ramioje-1-2705709/,98000,1101,3,89,2,3,-,67,1935,Mūrinis,"Elektra, dujinis, kietu kuru",Įrengtas,-,-,-,-,4/9/2019,5/31/2019,1,486,37065990409,55.723219 21.123907
Vilnius, Viršuliškės,Viršuliškių skg.,-,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-skg-kvieciame-isigyti-buta-tiesiogiai-is-projekto-1-2705639/,82000,1537,3,53.35,3,9,B08,58,2018,Kita,"Centrinis kolektorinis, geoterminis",Dalinė apdaila,-,-,-,-,4/9/2019,8/15/2019,5,1365,37061139444,54.702037 25.214487
Vilnius, Pilaitė,Pilaitės pr.,-,https://www.aruodas.lt/butai-vilniuje-pilaiteje-pilaites-pr-kvieciame-isigyti-buta-tiesiogiai-is-projekto-1-2700143/,82000,1537,3,53.35,3,9,B08,-,2018,Kita,"Centrinis kolektorinis, geoterminis",Dalinė apdaila,-,-,-,-,4/1/2019,8/12/2019,3,1002,37061139444,54.702037 25.214487
Vilnius, Viršuliškės,Spaudos g.,-,https://www.aruodas.lt/butai-vilniuje-virsuliskese-spaudos-g-kvieciame-isigyti-buta-tiesiogiai-is-projekto-1-2657313/,82000,1537,3,53.35,3,9,B08,58,2018,Kita,"Centrinis kolektorinis, geoterminis",Dalinė apdaila,-,-,-,-,1/10/2019,8/12/2019,6,2564,37061139444,54.702037 25.214487
Vilnius, Pilaitė,Pilaitės pr.,-,https://www.aruodas.lt/butai-vilniuje-pilaiteje-pilaites-pr-kvieciame-isigyti-buta-tiesiogiai-is-projekto-1-2705637/,84000,1575,3,53.35,4,9,B14,58,2018,Kita,"Centrinis kolektorinis, geoterminis",Dalinė apdaila,-,-,-,-,4/9/2019,8/12/2019,1,827,37061139444,54.702037 25.214487
Vilnius, Justiniškės,Viršuliškių g.,-,https://www.aruodas.lt/butai-vilniuje-justiniskese-virsuliskiu-g-kvieciame-isigyti-buta-tiesiogiai-is-projekto-1-2700099/,84000,1575,3,53.35,4,9,B14,58,2018,Kita,"Centrinis kolektorinis, geoterminis",Dalinė apdaila,-,-,-,-,4/1/2019,8/12/2019,5,787,37061139444,54.702037 25.214487
Vilnius, Viršuliškės,Viršuliškių skg.,-,https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsuliskiu-skg-kvieciame-isigyti-buta-tiesiogiai-is-projekto-1-2679789/,84000,1575,3,53.35,4,9,B14,58,2018,Kita,"Centrinis kolektorinis, geoterminis",Dalinė apdaila,-,-,-,-,2/22/2019,8/12/2019,5,1702,37061139444,54.702037 25.214487
Klaipėda, Mažasis kaimelis,Kretingos g.,-,https://www.aruodas.lt/butai-klaipedoje-mazajame-kaimelyje-kretingos-g-kretingos-g-parduodamas-16-kvm-bendrabucio-1-2705541/,11900,744,1,16,1,2,-,-,1960,Mūrinis,Centrinis,Įrengtas,-,-,-,-,4/9/2019,4/9/2019,4,1638,37061407549,55.739144 21.134808
Kauno r. sav., Kačerginės mstl.,J. Zikaro g.,-,https://www.aruodas.lt/butai-kauno-rajone-kacergines-mstl-j-zikaro-g-vaizdingoje-vietoje-kauno-rajono-1-2705483/,45000,900,2,50,1,1,-,-,1972,Medinis,Kietu kuru,Įrengtas,-,-,-,-,4/9/2019,6/7/2019,1,1449,37060977412,54.931858 23.721966
Kaunas, Centras,Krėvos g.,-,https://www.aruodas.lt/butai-kaune-centre-krevos-g-parko-namai-tai-isskirtinis-uzdaras-nauju-1-2705457/,87906,1875,2,46.89,2,6,U12,-,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,4/9/2019,7/8/2019,11,3334,37065249148,-
Biržų m.,-,Respublikos g.,-,https://www.aruodas.lt/butai-birzuose-respublikos-g-parduodamas-2-kambariu-butas-salia-birzu-1-2705381/,17900,392,2,45.7,5,5,-,56,"1968 statyba, 2016 renovacija",Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Nauja kanalizacija Internetas Kabelinė televizija,Balkonas Rūsys,Viryklė Vonia,Šarvuotos durys,4/9/2019,4/9/2019,1,2000,37068393017,56.195242 24.753821
Vilnius, Žirmūnai,Trinapolio g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-trinapolio-g-atviri-namai-jau-kita-savaite-susitikime-1-2705231/,92000,1702,2,54.04,4,9,-,-,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,4/9/2019,8/19/2019,2,801,37060180297,54.723443 25.287979
Vilnius, Žirmūnai,Žirmūnų g.,-,https://www.aruodas.lt/butai-vilniuje-zirmunuose-zirmunu-g-parduodamas-vieno-kambario-butas-zirmunuose-1-2705171/,60000,1714,1,35,5,5,-,-,1980,Mūrinis,Centrinis,Įrengtas,-,-,-,-,4/9/2019,4/9/2019,4,1679,37067103966,54.701111 25.300789
Klaipėda, Senamiestis,J. Karoso g.,-,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-j-karoso-g-parduodamas-skoningai-irengtas-4-kambariu-1-2705041/,106900,1388,3,77.03,1,3,-,-,1954,Mūrinis,"Centrinis, elektra",Įrengtas,Butas per kelis aukštus Virtuvė sujungta su kambariu,Sandėliukas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna,4/9/2019,8/19/2019,11,3268,37068327729,-
Kaunas, Žaliakalnis,Studentų g.,-,https://www.aruodas.lt/butai-kaune-zaliakalnyje-studentu-g-griciupio-parko-namai-2018-metu-1-2704767/,61846,1700,2,36.38,1,3,-,-,2018,Mūrinis,Dujinis,Dalinė apdaila,-,-,-,-,4/8/2019,6/12/2019,18,2547,37067380860,54.906158 23.957393
Vilnius, Šeškinė,Gelvonų g.,-,https://www.aruodas.lt/butai-vilniuje-seskineje-gelvonu-g-sviesus-ir-stilingai-irengtas-3-kambariu-1-2698869/,78000,1472,3,53,2,9,-,-,1981,Blokinis,Centrinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Rūsys Drabužinė,Skalbimo mašina Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Vonia,Šarvuotos durys Videokameros,4/8/2019,7/22/2019,35,7158,37065983140,54.717274 25.259549
Panevėžys, Žemaičiai,Žemaičių g.,-,https://www.aruodas.lt/butai-panevezyje-zemaiciuose-zemaiciu-g-erdvus-sviesus-jaukus-2-kambariu-butas-1-2704529/,37000,740,2,50,5,5,-,-,1978,Mūrinis,Centrinis,Įrengtas,-,-,-,-,4/8/2019,7/3/2019,8,1144,37067019625,55.723923 24.387325
Klaipėda, Centras,Taikos pr.,-,https://www.aruodas.lt/butai-klaipedoje-centre-taikos-pr-parduodamas-stilingas-butas-taikos-pr-tai-1-2704471/,120000,1701,2,70.54,5,20,-,32A,2009,Mūrinis,Centrinis kolektorinis,Įrengtas,Uždaras kiemas Internetas Kabelinė televizija,Drabužinė,Kondicionierius Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna Videokameros,4/8/2019,4/8/2019,3,812,37069883655,55.696285 21.149068
Klaipėda, Poilsis,Nidos g.,-,https://www.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-parduodamas-naujos-statybos-butas-su-pilna-1-2704393/,60900,1434,2,42.46,3,4,33,74,2016,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,4/8/2019,8/5/2019,3,664,37061541018,55.674314 21.158061
Klaipėda, Žvejybos uostas,Nidos g.,2,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-parduodamas-2-kambariu-butas-su-pilna-1-2754407/,60900,1434,2,42.46,3,4,33,74,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Internetas Virtuvė sujungta su kambariu,Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/22/2019,8/22/2019,2,157,37065554446,55.674314 21.158061
Klaipėda, Poilsis,Nidos g.,-,https://www.aruodas.lt/butai-klaipedoje-poilsyje-nidos-g-butas-su-pilna-apdaila-parduodami-butai-1-2704381/,50200,1404,1,35.76,3,4,14,74,2016,Mūrinis,Centrinis kolektorinis,Įrengtas,Nauja elektros instaliacija Virtuvė sujungta su kambariu,-,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,4/8/2019,8/5/2019,1,553,37061541018,55.674314 21.158061
Klaipėda, Žvejybos uostas,Nidos g.,2,https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-nidos-g-parduodamas-1-kambario-butas-su-pilna-1-2759949/,50200,1404,1,35.76,3,4,14,74,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Vieta automobiliui,Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/22/2019,8/22/2019,1,166,37065554446,55.674314 21.158061
Vilnius, Paneriai,E. Pliaterytės g.,-,https://www.aruodas.lt/butai-vilniuje-paneriuose-e-pliaterytes-g-parduodamas-geras-erdvus-2k-butas-adresas-1-2704337/,85000,1181,2,72,1,3,-,30,2005,Mūrinis,Dujinis,Įrengtas,Aukštos lubos Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Skalbimo mašina Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Židinys Indaplovė Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,4/8/2019,4/8/2019,11,1922,37069836666,54.621904 25.118544
Vilnius, Justiniškės,Justiniškių g.,-,https://www.aruodas.lt/butai-vilniuje-justiniskese-justiniskiu-g-nuo-2019-metu-rugsejo-1-dienos-parduodamas-2-1-2704269/,60000,1200,2,50,2,5,-,-,1985,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Balkonas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,4/7/2019,7/30/2019,37,5746,37067679394,54.704532 25.218358
Vilnius, Antavilis,Antavilių g.,-,https://www.aruodas.lt/butai-vilniuje-antavilyje-antaviliu-g-gera-kaina-parduodamas-dvieju-kambariu-1-2704115/,28999,879,2,33,1,1,-,-,1940,Mūrinis,Dujinis,Įrengtas,-,-,-,-,4/7/2019,8/5/2019,30,6319,37069393111,-
Šiauliai, Centras,Stoties g.,-,https://www.aruodas.lt/butai-siauliuose-centre-stoties-g-parduodamas-2-kambariu-butas-miesto-centre-1-2704053/,42700,1153,2,37.02,2,3,-,12,1964,Mūrinis,Centrinis,Įrengtas,Aukštos lubos Nauja kanalizacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Rūsys Vieta automobiliui,Skalbimo mašina Su baldais Viryklė Vonia,Šarvuotos durys,4/7/2019,8/11/2019,7,2217,37069888626,55.926416 23.31068
Kaunas, Centras,E. Ožeškienės g.,-,https://www.aruodas.lt/butai-kaune-centre-e-ozeskienes-g-parduodamas-butas-centre-prie-laisves-alejos-1-2638327/,125000,1667,2,75,3,3,-,4,1928,Mūrinis,Dujinis,Įrengtas,-,-,-,-,4/6/2019,5/3/2019,8,2274,37068620033,54.898284 23.90329
Mažeikių m.,-,Laisvės g.,-,https://www.aruodas.lt/butai-mazeikiuose-laisves-g-parduodamas-grazus-sviesus-pilnai-ir-1-2703845/,49000,700,2,70,2,2,-,11,"1988 statyba, 2017 renovacija",Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,4/6/2019,5/17/2019,2,2089,37061612200,56.312207 22.345961
Anykščių r. sav., Kurklių II k.,Obelynės g.,-,https://www.aruodas.lt/butai-anyksciuose-kurkliu-ii-k-obelynes-g-parduodami-du-salia-esantys-butai-1-ame-ir-1-2703843/,3100,85,2,36.58,2,2,-,2,1980,Mūrinis,Centrinis,Įrengtas,-,-,-,-,4/6/2019,8/23/2019,1,1563,37062878776,55.422144 25.106671
Mažeikių m.,-,Laisvės g.,-,https://www.aruodas.lt/butai-mazeikiuose-laisves-g-parduodamas-grazus-sviesus-pilnai-ir-1-2703841/,52000,650,2,80,2,2,-,11,"1988 statyba, 2017 renovacija",Mūrinis,Centrinis kolektorinis,Neįrengtas,-,-,-,-,4/6/2019,5/17/2019,1,1620,37061612200,56.312207 22.345961
Vilnius, Balsiai,Želmenų g.,-,https://www.aruodas.lt/butai-vilniuje-balsiuose-zelmenu-g-kotedzas-su-pilna-daline-apdaila-perkant-1-2648863/,95000,1000,4,95,1,2,-,-,2018,Mūrinis,Dujinis,Dalinė apdaila,Atskiras įėjimas Aukštos lubos Butas per kelis aukštus Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Terasa Vieta automobiliui,Šildomos grindys Plastikiniai vamzdžiai,Šarvuotos durys Signalizacija Videokameros,4/6/2019,5/15/2019,17,1904,37064699994,-
Kaunas, Šilainiai,Kalnų g.,-,https://www.aruodas.lt/butai-kaune-silainiuose-kalnu-g-akaciju-vilos-tai-bustas-vienoje-1-2670183/,109746,1800,2,60.97,2,4,16,56A,2017,Mūrinis,Dujinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Virtuvė sujungta su kambariu,Sandėliukas Vieta automobiliui,Šildomos grindys,Šarvuotos durys Kodinė laiptinės spyna,4/6/2019,7/1/2019,3,2582,37068739883,54.912683 23.864441
Palanga, Šventoji,Mokyklos g.,-,https://www.aruodas.lt/butai-palangoje-sventojoje-mokyklos-g-1-kambario-butas-sventojoje-mokyklos-g-1-2703781/,32000,1333,1,24,1,4,-,-,2008,Mūrinis,Kita,Įrengtas,-,-,-,-,4/5/2019,7/31/2019,19,3939,37067630337,-
Palanga,-,Vytauto g.,-,https://www.aruodas.lt/butai-palangoje-vytauto-g-2-kambariu-patalpos-zveju-g-palangoje-2005m-1-2703773/,70999,1578,2,45,1,3,-,-,2005,Mūrinis,Elektra,Įrengtas,-,-,-,-,4/5/2019,6/18/2019,5,850,37067630337,55.925085 21.070261
Palanga,-,Žvejų g.,1,https://www.aruodas.lt/butai-palangoje-zveju-g-parduodamos-2-kambariu-patalpos-palangoje-1-2619711/,70999,1578,2,45,1,4,-,34,2005,Mūrinis,"Elektra, kita",Įrengtas,-,-,-,-,10/28/2018,7/4/2019,8,4991,37062043847,55.925085 21.070261
Palanga,-,Jūros g.,-,https://www.aruodas.lt/butai-palangoje-juros-g-apartamentai-kopose-nauju-butu-ir-poilsio-1-2576005/,82900,1331,2,62.3,2,4,9,30B,2017,Monolitinis,Dujinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas,Balkonas Vieta automobiliui,Šildomos grindys,-,4/5/2019,7/17/2019,5,1238,37068739883,56.020538 21.077102
Kaunas, Šilainiai,Kalnų g.,-,https://www.aruodas.lt/butai-kaune-silainiuose-kalnu-g-akaciju-vilos-tai-bustas-vienoje-1-2626401/,153116,1780,4,86.02,3,4,7,56A,2017,Mūrinis,Dujinis,Dalinė apdaila,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Rūsys,-,Šarvuotos durys Kodinė laiptinės spyna,4/5/2019,7/1/2019,-,1326,37068739883,54.912683 23.864441
Mažeikių m.,-,Laisvės g.,-,https://www.aruodas.lt/butai-mazeikiuose-laisves-g-parduodamas-grazus-sviesus-pilnai-ir-1-2703649/,66000,892,2,73.96,2,2,-,11,"1988 statyba, 2017 renovacija",Mūrinis,Centrinis kolektorinis,Įrengtas,-,-,-,-,4/5/2019,8/16/2019,1,2306,37061612200,56.312207 22.345961
Vilnius, Antakalnis,P. Vileišio g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-isskirtineje-vietoje-antakalnyje-ant-neries-1-2703605/,199000,2740,2,72.64,1,3,-,-,2018,Mūrinis,Dujinis,Dalinė apdaila,Aukštos lubos,-,-,Kodinė laiptinės spyna Signalizacija,4/5/2019,5/24/2019,3,1469,37066516777,54.698272 25.306576
Vilnius, Antakalnis,P. Vileišio g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-isskirtineje-vietoje-antakalnyje-ant-neries-1-2703603/,213000,2699,3,78.93,1,3,-,-,2018,Mūrinis,Dujinis,Dalinė apdaila,Aukštos lubos Virtuvė sujungta su kambariu,-,-,Kodinė laiptinės spyna,4/5/2019,5/24/2019,4,1201,37066516777,54.698272 25.306576
Vilnius, Antakalnis,P. Vileišio g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-isskirtineje-vietoje-antakalnyje-ant-neries-1-2703599/,246000,2899,3,84.87,2,3,-,-,2018,Mūrinis,Dujinis,Dalinė apdaila,-,-,-,-,4/5/2019,8/23/2019,3,1397,37063046609,54.698272 25.306576
Panevėžys, Centras,Respublikos g.,-,https://www.aruodas.lt/butai-panevezyje-centre-respublikos-g-nestandartinio-isplanavimo-erdvus-5-kambariu-1-2703541/,55000,478,5,115,2,2,-,-,1928,Karkasinis,Kietu kuru,Dalinė apdaila,-,-,-,-,4/5/2019,7/15/2019,3,1708,37067019625,-
Vilnius, Verkiai,Verkių g.,-,https://www.aruodas.lt/butai-vilniuje-verkiuose-verkiu-g-butas-unikalus-numeris-1094-0431-90100002-1-2703477/,26100,947,1,27.55,1,1,1,81,1940,Mūrinis,Kietu kuru,Kita,Varžytynės/aukcionas,-,-,-,4/5/2019,8/14/2019,7,3109,852112711,54.748139 25.306528
Vilnius, Senamiestis,Polocko g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-polocko-g-vbutas-unikalus-numeris-1094-0291-00180006-1-2703461/,23310,1362,1,17.11,1,1,5,22,1940,Mūrinis,Kietu kuru,Kita,Varžytynės/aukcionas,-,-,-,4/5/2019,8/14/2019,10,3909,852112711,54.681675 25.305154
Vilnius, Senamiestis,Gėlių g.,-,https://www.aruodas.lt/butai-vilniuje-senamiestyje-geliu-g-butas-unikalus-numeris-1094-0113-70110017-1-2703437/,23500,987,1,23.81,1,3,5,9,1940,Mūrinis,Kita,Kita,Varžytynės/aukcionas,-,-,-,4/5/2019,8/14/2019,38,13311,852112711,54.67385 25.283542
Vilnius, Naujininkai,Algirdo g.,-,https://www.aruodas.lt/butai-vilniuje-naujininkuose-algirdo-g-butas-unikalus-numeris-1094-0012-20120005-1-2703325/,24660,886,2,27.83,1,1,2,71,1940,Medinis,Kietu kuru,Kita,Varžytynės/aukcionas,-,-,-,4/5/2019,8/14/2019,6,1564,852112711,54.670453 25.273256
Vilnius, Tarandė,Užubalių g.,-,https://www.aruodas.lt/butai-vilniuje-tarandeje-uzubaliu-g-parduodami-a-energetines-klases-butai-su-1-2703287/,100000,1667,3,60,1,2,-,-,2018,Blokinis,Centrinis,Įrengtas,Virtuvė sujungta su kambariu,Terasa,Vonia,Šarvuotos durys,4/5/2019,8/19/2019,42,8684,37067227300,54.746444 25.194414
Neringos m.,-,L. Rėzos g.,-,https://www.aruodas.lt/butai-neringoje-l-rezos-g-pilnai-irengtas-naujos-statybos-keturju-1-2703119/,315000,3589,4,87.77,1,2,-,-,2002,Mūrinis,Elektra,Įrengtas,-,-,-,-,4/4/2019,4/16/2019,-,676,37068252584,-
Klaipėda, Debrecenas,Debreceno g.,-,https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-didysis-kambarys-bloke-debreceno-g-54-1-2702933/,13500,750,1,18,4,5,-,-,1978,Blokinis,Centrinis,Įrengtas,-,-,-,-,4/4/2019,4/5/2019,2,1408,37067797503,55.681617 21.180642
Radviliškio r. sav., Grinkiškio mstl.,Sodų g.,-,https://www.aruodas.lt/butai-radviliskyje-grinkiskio-mstl-sodu-g-parduodamas-triju-kambariu-butas-grinkiskyje-1-2702923/,11900,199,3,59.75,2,2,-,-,1972,Mūrinis,Kietu kuru,Įrengtas,Tualetas ir vonia atskirai,Balkonas,Plastikiniai vamzdžiai Šaldytuvas,-,4/4/2019,4/10/2019,-,565,37065787597,55.5528 23.623582
Klaipėda, Senamiestis,Kalvos g.,-,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-kalvos-g-klaipedos-senamiestyje-kalvos-g-parduodamas-1-2702793/,43000,1118,2,38.47,1,1,-,-,1920,Mūrinis,Dujinis,Įrengtas,Uždaras kiemas,Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Viryklė,-,4/4/2019,8/19/2019,9,1739,37061130901,-
Vilnius, Antakalnis,Kanklių g.,-,https://www.aruodas.lt/butai-vilniuje-antakalnyje-kankliu-g-4-kambariu-butas-ramioje-ir-prestizineje-1-2702713/,185000,2056,4,90,3,3,-,12,1984,Mūrinis,Centrinis,Įrengtas,-,Sandėliukas Balkonas Terasa,-,Šarvuotos durys Kodinė laiptinės spyna,4/4/2019,5/28/2019,16,2280,37068727927,54.706072 25.324073
